gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours
Female,Bachelor's degree,EDU-Teaching Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Virginia/VA,19,0,0
Female,Associate's degree,SAL-Real Estate Brokers And Sales Agents,PRF-Computer Systems Design And Related Services,White alone,"Civilian employed, at work",New York/NY,20,50000,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Florida/FL,22,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Texas/TX,19,7000,15
Female,Grade 9,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Nail Salons And Other Personal Care Services,Black or African American alone,"Civilian employed, at work",North Dakota/ND,20,4500,20
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MFG-Miscellaneous Manufacturing, N.E.C.",White alone,"Civilian employed, at work",Washington/WA,24,32000,40
Female,Regular high school diploma,RPR-Audiovisual Equipment Installers And Repairers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Some Other Race alone,Not in Labor Force,Maryland/MD,19,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Michigan/MI,22,0,0
Female,Regular high school diploma,MGR-Other Managers,ENT-Traveler Accommodation,Filipino alone,"Civilian employed, at work",Alabama/AL,19,19000,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Other Health Care Services,White alone,"Civilian employed, at work",California/CA,23,10000,36
Female,GED or alternative credential,CLN-Janitors And Building Cleaners,SCA-Child Care Services,White alone,"Civilian employed, at work",North Carolina/NC,21,18000,16
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,22,15000,40
Female,"1 or more years of college credit, no degree",PRD-Other Metal Workers And Plastic Workers,RET-Gasoline Stations,White alone,"Civilian employed, at work",New Hampshire/NH,22,10900,25
Female,Associate's degree,"RPR-Computer, Automated Teller, And Office Machine Repairers",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Oklahoma/OK,21,0,0
Female,"1 or more years of college credit, no degree",SAL-Real Estate Brokers And Sales Agents,SCA-Child Care Services,Black or African American alone,"Civilian employed, with a job but not at work",Georgia/GA,19,12000,32
Female,"1 or more years of college credit, no degree",ENG-Civil Engineers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Pennsylvania/PA,24,90000,40
Female,1,"ENG-Architects, Except Landscape And Naval","EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Korean alone,"Civilian employed, at work",Arkansas/AR,18,7050,12
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Texas/TX,21,500,15
Female,"Some college, but less than 1 year",EDU-Teaching Assistants,"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,California/CA,20,1000,30
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Not Specified Manufacturing Industries,White; Some Other Race,"Civilian employed, at work",Colorado/CO,21,3000,24
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),WHL-Grocery And Related Product Merchant Wholesalers,White alone,"Civilian employed, at work",Kentucky/KY,24,4400,40
Female,"1 or more years of college credit, no degree",EAT-Waiters And Waitresses,"RET-Sporting Goods, And Hobby, Toy, And Game Retailers",White; Black or African American,Not in Labor Force,Virginia/VA,19,5500,15
Female,7,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White; American Indian and Alaska Native,Not in Labor Force,Georgia/GA,21,15300,40
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Medical Equipment And Supplies,White alone,Not in Labor Force,North Carolina/NC,20,2400,30
Female,Doctorate degree,ENT-Coaches and Scouts,SRV-Private Households,Asian Indian alone,"Civilian employed, at work",Florida/FL,22,7200,20
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,18,0,0
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White; American Indian and Alaska Native,"Civilian employed, at work",California/CA,24,30000,40
Female,Master's degree,SAL-Insurance Sales Agents,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,New Jersey/NJ,24,0,0
Female,Regular high school diploma,PRS-Exercise Trainers And Group Fitness Instructors,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Tennessee/TN,19,1200,15
Female,Master's degree,MGR-Education And Childcare Administrators,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,23,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Legal Services,White; Some Other Race,"Civilian employed, at work",Florida/FL,21,35100,40
Female,Associate's degree,EDU-Elementary And Middle School Teachers,PRF-Specialized Design Services,Black or African American alone,"Civilian employed, at work",Pennsylvania/PA,23,2400,40
Female,12th grade - no diploma,MGR-Social And Community Service Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,22,25000,35
Female,Professional degree beyond a bachelor's degree,EAT-Waiters And Waitresses,"RET-Jewelry, Luggage, And Leather Goods Retailers",Asian Indian alone,"Civilian employed, at work",Missouri/MO,22,2000,40
Female,"Some college, but less than 1 year",EDU-Elementary And Middle School Teachers,RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Minnesota/MN,19,34600,30
Female,9,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Virginia/VA,23,5000,20
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Legal Services,Black or African American alone,"Civilian employed, at work",North Carolina/NC,24,55020,50
Female,"Some college, but less than 1 year",SAL-First-Line Supervisors Of Retail Sales Workers,"RET-Health And Personal Care, Except Pharmacies And Drug, Retailers",White alone,"Civilian employed, at work",Virginia/VA,22,20000,40
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Maryland/MD,19,560,28
Female,12th grade - no diploma,"RPR-Other Installation, Maintenance, And Repair Workers","ENT-Food Services And Drinking Places, except Alcoholic Beverages",Asian Indian alone,"Civilian employed, at work",Arkansas/AR,22,13000,20
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,Vietnamese alone,Not in Labor Force,Massachusetts/MA,24,30000,40
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",New York/NY,24,1000,24
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MFG-Soap, Cleaning Compound, And Toilet Preparation",White alone,"Civilian employed, at work",Missouri/MO,23,19000,80
Female,"1 or more years of college credit, no degree",MED-Registered Nurses,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Colorado/CO,18,21100,17
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White; Some Other Race,"Civilian employed, at work",Florida/FL,22,25000,40
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Sporting Goods, And Hobby, Toy, And Game Retailers",White alone,"Civilian employed, at work",Maryland/MD,23,15100,28
Female,Regular high school diploma,PRD-Structural Metal Fabricators And Fitters,SRV-Car Washes,White alone,"Civilian employed, at work",Ohio/OH,18,3000,25
Female,"1 or more years of college credit, no degree",PRD-Printing Press Operators,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,21,0,0
Female,7,PRS-Childcare Workers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White; Some Other Race,"Civilian employed, at work",Wisconsin/WI,22,11000,18
Female,12th grade - no diploma,MGR-Education And Childcare Administrators,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Some Other Race alone,Not in Labor Force,Alaska/AK,21,0,0
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Ordnance,White alone,"Civilian employed, at work",California/CA,24,30900,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New Jersey/NJ,19,0,0
Female,Professional degree beyond a bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",California/CA,21,7800,20
Female,"Some college, but less than 1 year",EAT-Cooks,MED-Outpatient Care Centers,White; Some Other Race,"Civilian employed, at work",Wisconsin/WI,24,33600,40
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Texas/TX,22,2000,36
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Warehousing And Storage,Native Hawaiian alone,"Civilian employed, at work",Maryland/MD,24,23000,40
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Building Material And Supplies Dealers, Except Hardware Retailers",White alone,"Civilian employed, at work",Michigan/MI,18,20000,40
