gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,Not in Labor Force,New Jersey/NJ,21,5000,20,9.63,2.75,9.97,8.95,2.58
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-Residential Care Facilities, Except Skilled Nursing Facilities",White alone,"Civilian employed, at work",Arizona/AZ,23,10000,16,8.36,6.09,2.62,7.93,6.26
Female,Regular high school diploma,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Illinois/IL,18,830,20,6.96,3.99,1.16,3.35,4.47
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",Other Asian alone,"Civilian employed, at work",Washington/WA,24,45000,42,4.09,4.09,8.29,5.23,3.02
Female,Bachelor's degree,EAT-Waiters And Waitresses,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,18,0,0,1.73,8.08,0.96,5.49,3.35
Female,Bachelor's degree,EDU-Elementary And Middle School Teachers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Chinese alone,Not in Labor Force,California/CA,18,0,0,1.56,0.3,1.3,4.08,1.58
Female,Grade 7,"TRN-Laborers And Freight, Stock, And Material Movers, Hand",EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Connecticut/CT,24,50000,50,2.5,6.59,9.08,1.6,1.8
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"FIN-Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",Black or African American alone,"Civilian employed, at work",New York/NY,24,42000,45,5.49,7.56,0.49,5.73,1.3
Female,7,PRS-Childcare Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Colorado/CO,19,1500,12,7.15,7.3,3.98,7.03,6.54
Female,Master's degree,CMM-Database Administrators and Architects,MIL-U.S. Army,White alone,"Armed Forces, At Work",Kansas/KS,21,29000,40,6.6,3.47,8.76,3.82,3.65
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MIL-U.S. Marines,White alone,"Armed Forces, At Work",California/CA,23,23000,40,2.8,8.2,4.18,7.95,7.6
Female,Bachelor's degree,MGR-Other Managers,SCA-Child Care Services,White alone,"Civilian employed, at work",New York/NY,22,32000,35,9.55,1.96,3.74,3.57,3.71
Female,Associate's degree,EAT-Fast Food And Counter Workers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",New York/NY,20,34000,40,7.38,4.18,1.73,1.78,8.6
Female,"Some college, but less than 1 year","OFF-Bookkeeping, Accounting, And Auditing Clerks",PRF-Veterinary Services,White alone,"Civilian employed, at work",District of Columbia/DC,21,6000,25,5.54,0.3,8.79,4.56,4.45
Female,Grade 11,SAL-First-Line Supervisors Of Non-Retail Sales Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",New York/NY,20,9100,23,6.12,0.14,1.25,7.58,0.77
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Specialty Food Retailers,White alone,"Civilian employed, at work",Arizona/AZ,18,4500,15,4.2,3.89,2.86,0.51,8.44
Female,Bachelor's degree,SAL-Retail Salespersons,ENT-Performing Arts Companies,White; Some Other Race,"Civilian employed, with a job but not at work",Texas/TX,21,1800,40,2.48,4.51,1.0,4.55,1.98
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Unemployed,Florida/FL,23,0,0,3.56,8.6,2.15,8.83,2.52
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; American Indian and Alaska Native,Not in Labor Force,Georgia/GA,18,2500,12,7.58,9.23,6.12,5.8,3.87
Female,Regular high school diploma,HLS-Personal Care Aides,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Nevada/NV,20,0,0,0.14,7.3,7.38,9.08,8.86
Female,Grade 11,PRS-Childcare Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Chinese alone,"Civilian employed, at work",Arkansas/AR,23,30000,65,1.16,6.29,0.4,3.85,2.64
Female,Professional degree beyond a bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),ADM-Executive Offices And Legislative Bodies,White alone,"Civilian employed, at work",North Carolina/NC,20,37000,40,0.46,8.27,2.16,7.57,8.81
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White; Some Other Race,"Civilian employed, at work",Ohio/OH,24,1800,40,0.41,1.69,5.59,5.79,9.55
Female,Bachelor's degree,SAL-Cashiers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Black or African American alone,"Civilian employed, at work",Texas/TX,18,12000,20,8.55,8.97,4.94,2.05,6.79
Female,9,MED-Registered Nurses,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,23,0,0,7.04,3.25,5.96,7.68,8.22
Female,Regular high school diploma,FIN-Tax Preparers,RET-Automobile Dealers,White alone,Not in Labor Force,Illinois/IL,20,6200,17,4.74,0.94,9.91,5.76,8.73
Female,Bachelor's degree,MED-Speech-Language Pathologists,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Black or African American alone,"Civilian employed, at work",Florida/FL,22,3000,40,0.98,6.49,7.62,3.6,2.88
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Recreational Vehicle Parks And Camps, And Rooming And Boarding Houses, Dormitories, And Workers' Camps",White alone,Not in Labor Force,Pennsylvania/PA,20,2400,40,4.92,2.54,0.92,3.71,0.18
Female,Associate's degree,SAL-Insurance Sales Agents,PRF-Legal Services,Black or African American alone,"Civilian employed, at work",Utah/UT,18,2100,8,4.73,4.61,8.46,2.59,6.82
Female,Grade 7,EDU-Teaching Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Vietnamese alone,Not in Labor Force,Pennsylvania/PA,19,0,0,1.73,7.49,2.68,7.71,6.71
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",North Carolina/NC,21,27000,40,4.34,2.78,1.42,3.52,5.62
Female,Associate's degree,CMM-Computer Support Specialists,RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, with a job but not at work",West Virginia/WV,20,3000,20,3.99,1.33,6.27,9.64,3.82
Female,Grade 10,CLN-Maids And Housekeeping Cleaners,PRF-Business Support Services,White alone,"Civilian employed, at work",Kentucky/KY,21,13000,20,6.16,4.88,9.8,9.09,1.14
Female,GED or alternative credential,BUS-Management Analysts,RET-Shoe Retailers,White alone,Not in Labor Force,California/CA,24,0,0,6.35,6.23,8.8,4.4,1.33
Female,Bachelor's degree,MGR-Food Service Managers,CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),Some Other Race alone,"Civilian employed, at work",Florida/FL,18,12400,30,0.45,7.34,6.51,9.56,9.44
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,New York/NY,18,0,0,3.75,1.68,8.08,9.13,6.4
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,California/CA,18,800,8,6.26,1.13,8.12,5.62,2.7
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Arkansas/AR,22,23000,32,5.03,6.97,6.28,0.04,4.04
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Hardware Retailers,Asian Indian alone,"Civilian employed, at work",Texas/TX,23,14400,40,8.56,5.51,7.72,2.42,5.51
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",American Indian and Alaska Native alone,"Civilian employed, at work",Texas/TX,21,130,10,6.59,0.53,1.13,6.47,9.72
Female,Bachelor's degree,EAT-Waiters And Waitresses,"RET-Health And Personal Care, Except Pharmacies And Drug, Retailers",Some Other Race alone,"Civilian employed, at work",Pennsylvania/PA,23,25000,35,1.63,9.62,5.5,4.33,3.15
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White; Some Other Race,Not in Labor Force,Florida/FL,18,6000,0,0.71,3.26,0.07,1.19,4.38
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Other Miscellaneous Retailers,White; Some Other Race,Not in Labor Force,Washington/WA,20,0,0,6.42,7.53,0.08,4.63,2.06
Female,Regular high school diploma,OFF-Customer Service Representatives,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",New Hampshire/NH,22,14000,25,0.27,0.32,1.9,7.13,6.33
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",Ohio/OH,19,6000,15,5.86,7.26,1.51,3.9,2.18
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Michigan/MI,24,35000,40,9.4,5.73,0.06,5.96,7.06
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Some Other Race alone,Not in Labor Force,Illinois/IL,23,0,0,5.75,9.34,3.65,1.28,5.38
Female,"1 or more years of college credit, no degree","PRD-Food Processing Workers, All Other","EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Vermont/VT,18,3000,15,3.88,9.99,1.79,9.25,5.12
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MIL-U.S. Marines,White alone,"Armed Forces, At Work",Florida/FL,22,28700,10,6.43,3.02,3.37,8.37,3.41
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Religious Organizations,Asian Indian alone,Not in Labor Force,Florida/FL,20,2400,30,4.58,7.85,9.03,6.95,3.8
Female,Bachelor's degree,OFF-Payroll And Timekeeping Clerks,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Louisiana/LA,23,0,0,5.46,1.92,9.33,0.05,7.07
Female,Bachelor's degree,"CON-Plumbers, Pipefitters, And Steamfitters",INF-Motion Pictures And Video Industries,White alone,"Civilian employed, at work",Ohio/OH,20,2000,12,9.41,4.92,1.86,0.45,9.54
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",California/CA,24,3000,25,3.86,0.07,3.29,6.01,4.65
Female,Regular high school diploma,PRS-Tour And Travel Guides,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Colorado/CO,18,0,0,9.61,3.25,2.68,3.47,5.54
Female,2,"OFF-Office Clerks, General",MED-Other Health Care Services,Chinese alone,"Civilian employed, at work",South Carolina/SC,22,30000,35,9.05,0.82,3.31,9.47,4.75
Female,Regular high school diploma,ENT-Writers And Authors,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Illinois/IL,18,1300,0,1.96,4.82,6.85,4.88,8.4
Female,"1 or more years of college credit, no degree","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White; Some Other Race,"Civilian employed, at work",Virginia/VA,20,46000,60,0.69,9.99,9.98,6.6,5.51
Female,Bachelor's degree,"MGR-Farmers, Ranchers, And Other Agricultural Managers",MED-Other Health Care Services,Other Asian alone,"Civilian employed, at work",Texas/TX,23,30000,40,1.01,3.49,2.34,9.16,6.35
Female,Master's degree,EDU-Postsecondary Teachers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New York/NY,18,0,0,0.18,1.03,1.71,1.26,6.06
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Other Schools And Instruction, And Educational Support Services",Black or African American alone,Not in Labor Force,Pennsylvania/PA,18,21800,4,0.94,1.34,1.17,8.58,5.8
Female,Bachelor's degree,FIN-Financial And Investment Analysts,"FIN-Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",White alone,Not in Labor Force,Florida/FL,24,4000,40,6.83,0.02,0.28,5.53,3.34
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",New York/NY,24,23400,34,0.71,8.0,1.68,6.13,0.63
Female,Grade 7,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Maine/ME,18,0,0,3.19,1.6,8.67,6.44,9.89
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Couriers And Messengers,Asian Indian alone,Unemployed,Tennessee/TN,20,0,0,8.45,0.2,6.42,5.6,9.86
